Symbol,Name,Country;
MCI,Barings Corporate Investors Common Stock,United States;
MCI.WA,MCI,Poland;
MCK,McKesson Corporation Common Stock,United States;
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States;
MCO,Moody's Corporation Common Stock,United States;
MCR,MFS Charter Income Trust Common Stock,United States;
MCR.WA,MERCOR,Poland;
MCRB,Seres Therapeutics Inc. Common Stock,United States;
MCRI,Monarch Casino & Resort Inc. Common Stock,United States;
MCS,Marcus Corporation (The) Common Stock,United States;
MCVT,Mill City Ventures III Ltd. Common Stock,United States;
MCW,Mister Car Wash Inc. Common Stock,United States;
MCY,Mercury General Corporation Common Stock,United States;
MD,Pediatrix Medical Group Inc. Common Stock,United States;
MDAI,Spectral AI Inc. Class A Common Stock,United States;
MDAIW,Spectral AI Inc. Warrants,United States;
MDB,MongoDB Inc. Class A Common Stock,United States;
MDBH,MDB Capital Holdings LLC Class A common,United States;
MDC,M.D.C. Holdings Inc. Common Stock,United States;
MDG.WA,MEDICALG,Poland;
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States;
MDGS,Medigus Ltd. American Depositary Shares,Israel;
MDI.WA,MDIENERGIA,Poland;
MDIA,Mediaco Holding Inc. Class A Common Stock ,United States;
MDJH,MDJM LTD Ordinary Share,China;
MDLZ,Mondelez International Inc. Class A Common Stock,United States;
MDRR,Medalist Diversified REIT Inc. Common Stock,United States;
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States;
MDRX,Veradigm Inc. Common Stock,United States;
MDT,Medtronic plc. Ordinary Shares,United States;
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States;
MDV,Modiv Industrial Inc. Class C Common Stock,;
MDVL,MedAvail Holdings Inc. Common Stock,United States;
MDV^A,Modiv Industrial Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,;
MDWD,MediWound Ltd. Ordinary Shares,Israel;
MDXG,MiMedx Group Inc Common Stock,United States;
MDXH,MDxHealth SA Ordinary Shares,Belgium;
ME,23andMe Holding Co. Class A Common Stock,United States;
MEC,Mayville Engineering Company Inc. Common Stock,United States;
MED,MEDIFAST INC Common Stock,United States;
MEDP,Medpace Holdings Inc. Common Stock,United States;
MEDS,TRxADE HEALTH Inc. Common Stock,United States;
MEG,Montrose Environmental Group Inc. Common Stock,United States;
MEGI,MainStay CBRE Global Infrastructure Megatrends Term Fund Common Shares,United States;
MEGL,Magic Empire Global Limited Ordinary Shares,Hong Kong;
MEI,Methode Electronics Inc. Common Stock,United States;
MEIP,MEI Pharma Inc. Common Stock,United States;
MELI,MercadoLibre Inc. Common Stock,Argentina;
MEOH,Methanex Corporation Common Stock,Canada;
MERC,Mercer International Inc. Common Stock,Canada;
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States;
MESA,Mesa Air Group Inc. Common Stock,United States;
MESO,Mesoblast Limited American Depositary Shares,Australia;
MET,MetLife Inc. Common Stock,United States;
META,Meta Platforms Inc. Class A Common Stock,United States;
METC,Ramaco Resources Inc. Class A Common Stock,United States;
METCB,Ramaco Resources Inc. Class B Common Stock,United States;
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,United States;
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States;
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,United States;
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States;
MEX.WA,MEXPOLSKA,Poland;
MFA,MFA Financial Inc.,United States;
MFA^B,MFA Financial Inc. Preferred Series B,United States;
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States;
MFC,Manulife Financial Corporation Common Stock,Canada;
MFD,Macquarie First Trust Global Common Stock,United States;
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan;
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,China;
MFIC,MidCap Financial Investment Corporation Common Stock,United States;
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,United States;
MFIN,Medallion Financial Corp. Common Stock,United States;
MFM,MFS Municipal Income Trust Common Stock,United States;
MFO.WA,MFO,Poland;
MFV,MFS Special Value Trust Common Stock,United States;
MG,Mistras Group Inc Common Stock,United States;
MGA,Magna International Inc. Common Stock,Canada;
MGAM,Mobile Global Esports Inc. Common Stock,United States;
MGEE,MGE Energy Inc,United States;
MGF,MFS Government Markets Income Trust Common Stock,United States;
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel;
MGIH,Millennium Group International Holdings Limited Ordinary Shares,Hong Kong;
MGLD,The Marygold Companies Inc. Common Stock,;
MGM,MGM Resorts International Common Stock,United States;
MGNI,Magnite Inc. Common Stock,United States;
MGNX,MacroGenics Inc. Common Stock,United States;
MGOL,MGO Global Inc. Common Stock,United States;
MGPI,MGP Ingredients Inc.,United States;
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States;
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States;
MGRC,McGrath RentCorp Common Stock,United States;
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States;
MGRM,Monogram Orthopaedics Inc. Common Stock,United States;
MGRX,Mangoceuticals Inc. Common Stock,United States;
MGT.WA,MANGATA,Poland;
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States;
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States;
MGYR,Magyar Bancorp Inc. Common Stock,United States;
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States;
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States;
MHH,Mastech Digital Inc Common Stock,United States;
MHI,Pioneer Municipal High Income Fund Inc.,United States;
MHK,Mohawk Industries Inc. Common Stock,United States;
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda;
MHLD,Maiden Holdings Ltd.,Bermuda;
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States;
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda;
MHO,M/I Homes Inc. Common Stock,United States;
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,China;
MI,NFT Limited Class A Ordinary Share,;
MICS,The Singing Machine Company Inc. Common Stock,United States;
MIDD,Middleby Corporation (The) Common Stock,United States;
MIGI,Mawson Infrastructure Group Inc. Common Stock,Australia;
MIL.WA,MILLENNIUM,Poland;
MIMO,Airspan Networks Holdings Inc. Common Stock,United States;
MIN,MFS Intermediate Income Trust Common Stock,United States;
MIND,MIND Technology Inc. Common Stock (DE),United States;
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),United States;
MINM,Minim Inc. Common Stock,United States;
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,;
MIR,Mirion Technologies Inc. Class A Common Stock,United States;
MIR.WA,MIRACULUM,Poland;
MIRA,MIRA Pharmaceuticals Inc. Common Stock,United States;
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States;
MIST,Milestone Pharmaceuticals Inc. Common Shares,Canada;
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,United States;
MITK,Mitek Systems Inc. Common Stock,United States;
MITQ,Moving iMage Technologies Inc. Common Stock,United States;
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States;
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States;
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States;
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States;
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa;
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States;
MKC,McCormick & Company Incorporated Common Stock,United States;
MKFG,Markforged Holding Corporation Common Stock,United States;
MKL,Markel Group Inc. Common Stock,United States;
MKSI,MKS Instruments Inc. Common Stock,United States;
MKTW,MarketWise Inc. Class A Common Stock,United States;
MKTX,MarketAxess Holdings Inc. Common Stock,United States;
ML,MoneyLion Inc. Class A Common Stock,United States;
MLAB,Mesa Laboratories Inc. Common Stock,United States;
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong;
MLEC,Moolec Science SA Ordinary Shares,Luxembourg;
MLECW,Moolec Science SA Warrant,Luxembourg;
MLG.WA,MLPGROUP,Poland;
MLGO,MicroAlgo Inc. Ordinary Shares,United States;
MLI,Mueller Industries Inc. Common Stock,United States;
MLK.WA,MILKILAND,Poland;
MLKN,MillerKnoll Inc. Common Stock,United States;
MLM,Martin Marietta Materials Inc. Common Stock,United States;
MLNK,MeridianLink Inc. Common Stock,United States;
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States;
MLR,Miller Industries Inc. Common Stock,United States;
MLS.WA,MLSYSTEM,Poland;
MLSS,Milestone Scientific Inc. Common Stock,United States;
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States;
MLYS,Mineralys Therapeutics Inc. Common Stock,United States;
MMAT,Meta Materials Inc. Common Stock,United States;
MMC,Marsh & McLennan Companies Inc. Common Stock,United States;
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States;
MMI,Marcus & Millichap Inc. Common Stock,United States;
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States;
MMM,3M Company Common Stock,United States;
MMS,Maximus Inc. Common Stock,United States;
MMSI,Merit Medical Systems Inc. Common Stock,United States;
MMT,MFS Multimarket Income Trust Common Stock,United States;
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States;
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,Hong Kong;
MMVWW,MultiMetaVerse Holdings Limited Warrant,Hong Kong;
MMYT,MakeMyTrip Limited Ordinary Shares,India;
MNC.WA,MENNICA,Poland;
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel;
MNDY,monday.com Ltd. Ordinary Shares,Israel;
MNKD,MannKind Corporation Common Stock,United States;
MNMD,Mind Medicine (MindMed) Inc. Common Shares,United States;
MNOV,Medicinova Inc Common Stock,United States;
MNPR,Monopar Therapeutics Inc. Common Stock,United States;
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,;
MNRO,Monro Inc. Common Stock,United States;
MNSB,MainStreet Bancshares Inc. Common Stock,United States;
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,China;
MNST,Monster Beverage Corporation,United States;
MNTK,Montauk Renewables Inc. Common Stock,United States;
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,;
MNTS,Momentus Inc. Class A Common Stock,United States;
MNTSW,Momentus Inc. Warrant,United States;
MNTX,Manitex International Inc. Common Stock,United States;
MNY,MoneyHero Limited Class A Ordinary Shares,Singapore;
MNYWW,MoneyHero Limited Warrants,Singapore;
MO,Altria Group Inc.,United States;
MOB,Mobilicom Limited American Depositary Shares,Israel;
MOBX,Mobix Labs Inc. Class A Common Stock,United States;
MOBXW,Mobix Labs Inc Warrants,United States;
MOC.WA,MOLECURE,Poland;
MOD,Modine Manufacturing Company Common Stock,United States;
MODD,Modular Medical Inc. Common Stock,United States;
MODG,Topgolf Callaway Brands Corp. Common Stock,United States;
MODN,Model N Inc. Common Stock,United States;
MODV,ModivCare Inc. Common Stock,United States;
MOFG,MidWestOne Financial Gp Common Stock,United States;
MOGO,Mogo Inc. Common Shares,Canada;
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),;
MOH,Molina Healthcare Inc Common Stock,United States;
MOJ.WA,MOJ,Poland;
MOL.WA,MOL,Poland;
MOLN,Molecular Partners AG American Depositary Shares,Switzerland;
MOMO,Hello Group Inc. American Depositary Shares,China;
MON.WA,MONNARI,Poland;
MOND,Mondee Holdings Inc. Class A Common Stock,United States;
MOR,MorphoSys AG American Depositary Shares,Germany;
MORF,Morphic Holding Inc. Common Stock,United States;
MORN,Morningstar Inc. Common Stock,United States;
MOS,Mosaic Company (The) Common Stock,United States;
MOTS,Motus GI Holdings Inc. Common Stock,Israel;
MOV,Movado Group Inc. Common Stock,United States;
MOV.WA,MOVIEGAMES,Poland;
MOVE,Movano Inc. Common Stock,United States;
MP,MP Materials Corp. Common Stock,United States;
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States;
MPAA,Motorcar Parts  of America Inc. Common Stock,United States;
MPB,Mid Penn Bancorp Common Stock,United States;
MPC,Marathon Petroleum Corporation Common Stock,United States;
MPLN,MultiPlan Corporation Class A Common Stock,United States;
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States;
MPTI,M-tron Industries Inc. Common Stock,;
MPU,Mega Matrix Corp. Common Stock,United States;
MPV,Barings Participation Investors Common Stock,United States;
MPW,Medical Properties Trust Inc. common stock,United States;
MPWR,Monolithic Power Systems Inc. Common Stock,United States;
MPX,Marine Products Corporation Common Stock,United States;
MQ,Marqeta Inc. Class A Common Stock,United States;
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States;
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States;
MRAI,Marpai Inc. Class A Common Stock,United States;
MRAM,Everspin Technologies Inc. Common Stock,United States;
MRB.WA,MIRBUD,Poland;
MRBK,Meridian Corporation Common Stock,United States;
MRC,MRC Global Inc. Common Stock,United States;
MRC.WA,MERCATOR,Poland;
MRCC,Monroe Capital Corporation Common Stock,United States;
MRCY,Mercury Systems Inc Common Stock,United States;
MRDB,MariaDB plc Ordinary Shares,United States;
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom;
MRIN,Marin Software Incorporated Common Stock,United States;
MRK,Merck & Company Inc. Common Stock (new),United States;
MRKR,Marker Therapeutics Inc. Common Stock,United States;
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Japan;
MRNA,Moderna Inc. Common Stock,United States;
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States;
MRO,Marathon Oil Corporation Common Stock,United States;
MRSN,Mersana Therapeutics Inc. Common Stock,United States;
MRT,Marti Technologies Inc. Class A Ordinary Shares,;
MRTN,Marten Transport Ltd. Common Stock,United States;
MRTX,Mirati Therapeutics Inc. Common Stock,United States;
MRUS,Merus N.V. Common Shares,Netherlands;
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States;
MRVL,Marvell Technology Inc. Common Stock,United States;
MS,Morgan Stanley Common Stock,United States;
MSA,MSA Safety Incorporated Common Stock,United States;
MSAI,Infrared Cameras Holdings Inc. Common Stock,United States;
MSAIW,Infrared Cameras Holdings Inc. Warrant,United States;
MSB,Mesabi Trust Common Stock,United States;
MSBI,Midland States Bancorp Inc. Common Stock,United States;
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States;
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,;
MSCI,MSCI Inc. Common Stock,United States;
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States;
MSEX,Middlesex Water Company Common Stock,United States;
MSFT,Microsoft Corporation Common Stock,United States;
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,United States;
MSGM,Motorsport Games Inc. Class A Common Stock,United States;
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States;
MSI,Motorola Solutions Inc. Common Stock,United States;
MSM,MSC Industrial Direct Company Inc. Common Stock,United States;
MSN,Emerson Radio Corporation Common Stock,United States;
MSP.WA,MOSTALPLC,Poland;
MSS,Maison Solutions Inc. Class A Common Stock,United States;
MSSAR,Metal Sky Star Acquisition Corporation Right,United States;
MSSAW,Metal Sky Star Acquisition Corporation Warrant,United States;
MSTR,MicroStrategy Incorporated Common Stock Class A,United States;
MSW.WA,MOSTALWAR,Poland;
MSZ.WA,MOSTALZAB,Poland;
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States;
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States;
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States;
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States;
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States;
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States;
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,United States;
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,United States;
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg;
MTA,Metalla Royalty & Streaming Ltd. Common Shares,;
MTAL,Metals Acquisition Limited Ordinary Shares,;
MTB,M&T Bank Corporation Common Stock,United States;
MTBL,Moatable Inc. American Depositary Share (each representing forty-five (45) Class A Ordinary Shares),China;
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,United States;
MTC,MMTec Inc. Common Shares,China;
MTCH,Match Group Inc. Common Stock,United States;
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland;
MTDR,Matador Resources Company Common Stock,United States;
MTEK,Maris-Tech Ltd. Ordinary Shares,Israel;
MTEM,Molecular Templates Inc. Common Stock,United States;
MTEX,Mannatech Incorporated Common Stock,United States;
MTG,MGIC Investment Corporation Common Stock,United States;
MTH,Meritage Homes Corporation Common Stock,United States;
MTLS,Materialise NV American Depositary Shares,Belgium;
MTN,Vail Resorts Inc. Common Stock,United States;
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States;
MTR,Mesa Royalty Trust Common Stock,United States;
MTRN,Materion Corporation,United States;
MTRX,Matrix Service Company Common Stock,United States;
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States;
MTTR,Matterport Inc. Class A Common Stock,United States;
MTW,Manitowoc Company Inc. (The) Common Stock,United States;
MTX,Minerals Technologies Inc. Common Stock,United States;
MTZ,MasTec Inc. Common Stock,United States;
MU,Micron Technology Inc. Common Stock,United States;
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States;
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States;
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States;
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan;
MUI,BlackRock Municipal Income Fund Inc. Common Stock,United States;
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States;
MULN,Mullen Automotive Inc. Common Stock,United States;
MUR,Murphy Oil Corporation Common Stock,United States;
MUR.WA,MURAPOL,Poland;
MURA,Mural Oncology plc Ordinary Shares ,Ireland;
MUSA,Murphy USA Inc. Common Stock,United States;
MUX,McEwen Mining Inc. Common Stock,Canada;
MVBF,MVB Financial Corp. Common Stock,United States;
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States;
MVIS,MicroVision Inc. Common Stock,United States;
MVLA,Movella Holdings Inc. Common Stock,United States;
MVLAW,Movella Holdings Inc. Warrant,United States;
MVO,MV Oil Trust Units of Beneficial Interests,United States;
MVP.WA,MARVIPOL,Poland;
MVST,Microvast Holdings Inc. Common Stock,United States;
MVSTW,Microvast Holdings Inc. Warrants,United States;
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States;
MWA,MUELLER WATER PRODUCTS Common Stock,United States;
MWG,Multi Ways Holdings Limited Ordinary Shares,;
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg;
MXC,Mexco Energy Corporation Common Stock,United States;
MXC.WA,MAXCOM,Poland;
MXCT,MaxCyte Inc. Common Stock,United States;
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States;
MXF,Mexico Fund Inc. (The) Common Stock,United States;
MXL,MaxLinear Inc. Common Stock,United States;
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States;
MYE,Myers Industries Inc. Common Stock,United States;
MYFW,First Western Financial Inc. Common Stock,United States;
MYGN,Myriad Genetics Inc. Common Stock,United States;
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States;
MYMD,MyMD Pharmaceuticals Inc. Common Stock,United States;
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States;
MYNA,Mynaric AG American Depository Shares,Germany;
MYND,Mynd.ai Inc. American Depositary Shares,;
MYNZ,Mainz Biomed N.V. Ordinary Shares,Germany;
MYO,Myomo Inc. Common Stock,United States;
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States;
MYRG,MYR Group Inc. Common Stock,United States;
MYSZ,My Size Inc. Common Stock,Israel;
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,;
MZA.WA,MUZA,Poland;
NAAS,NaaS Technology Inc. American Depositary Shares,China;
NABL,N-able Inc. Common Stock,United States;
NAC,Nuveen California Quality Municipal Income Fund,United States;
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States;
NAII,Natural Alternatives International Inc. Common Stock,United States;
NAK,Northern Dynasty Minerals Ltd. Common Stock,Canada;
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Netherlands;
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Netherlands;
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States;
NAOV,NanoVibronix Inc. Common Stock,United States;
NAPA,The Duckhorn Portfolio Inc. Common Stock,United States;
NARI,Inari Medical Inc. Common Stock,United States;
NAT,Nordic American Tankers Limited Common Stock,Bermuda;
NATH,Nathan's Famous Inc. Common Stock,United States;
NATL,NCR Atleos Corporation Common Stock,United States;
NATR,Nature's Sunshine Products Inc. Common Stock,United States;
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States;
NAVI,Navient Corporation Common Stock,United States;
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States;
NB,NioCorp Developments Ltd. Common Stock,United States;
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States;
NBBK,NB Bancorp Inc. Common Stock,United States;
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States;
NBHC,National Bank Holdings Corporation Common Stock,United States;
NBIX,Neurocrine Biosciences Inc. Common Stock,United States;
NBN,Northeast Bank Common Stock,United States;
NBR,Nabors Industries Ltd.,Bermuda;
NBSE,NeuBase Therapeutics Inc.  Common Stock,United States;
NBST,Newbury Street Acquisition Corporation Common Stock,United States;
NBSTW,Newbury Street Acquisition Corporation Warrants,United States;
NBTB,NBT Bancorp Inc. Common Stock,United States;
NBTX,Nanobiotix S.A. American Depositary Shares,France;
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,;
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States;
NC,NACCO Industries Inc. Common Stock,United States;
NCA,Nuveen California Municipal Value Fund,United States;
NCAC,Newcourt Acquisition Corp Class A Ordinary Share,United States;
NCACU,Newcourt Acquisition Corp Unit,United States;
NCACW,Newcourt Acquisition Corp Warrant,United States;
NCL,Northann Corp. Common Stock,;
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States;
NCMI,National CineMedia Inc. Common Stock,United States;
NCNA,NuCana plc American Depositary Share,United Kingdom;
NCNC,noco-noco Inc. Ordinary Share,Singapore;
NCNCW,noco-noco Inc. Warrant,Singapore;
NCNO,nCino Inc. Common Stock,United States;
NCPL,Netcapital Inc. Common Stock,United States;
NCPLW,Netcapital Inc. Warrants,United States;
NCRA,Nocera Inc. Common Stock,Taiwan;
NCSM,NCS Multistage Holdings Inc. Common Stock,United States;
NCTY,The9 Limited American Depository Shares,China;
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,United States;
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States;
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,United States;
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States;
NDAQ,Nasdaq Inc. Common Stock,United States;
NDLS,Noodles & Company Class A Common Stock,United States;
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,;
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States;
NDRA,ENDRA Life Sciences Inc. Common Stock,United States;
NDSN,Nordson Corporation Common Stock,United States;
NE,Noble Corporation plc A Ordinary Shares,United States;
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States;
NECB,NorthEast Community Bancorp Inc. Common Stock,United States;
NEE,NextEra Energy Inc. Common Stock,United States;
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States;
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,United States;
NEGG,Newegg Commerce Inc. Common Shares,China;
NEM,Newmont Corporation,United States;
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States;
NEO,NeoGenomics Inc. Common Stock,United States;
NEOG,Neogen Corporation Common Stock,United States;
NEON,Neonode Inc. Common Stock,Sweden;
NEOV,NeoVolta Inc. Common Stock,United States;
NEOVW,NeoVolta Inc. Warrant,United States;
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States;
NEPH,Nephros Inc. Common Stock,United States;
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Canada;
NERV,Minerva Neurosciences Inc Common Stock,United States;
NET,Cloudflare Inc. Class A Common Stock,United States;
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,United States;
NETDW,Nabors Energy Transition Corp. II Warrant,United States;
NEU,NewMarket Corp Common Stock,United States;
NEU.WA,NEUCA,Poland;
NEWP,New Pacific Metals Corp. Common Shares,;
NEWT,NewtekOne Inc. Common Stock,United States;
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,United States;
NEWTL,NewtekOne Inc. 5.75% Notes due 2024,United States;
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,United States;
NEXA,Nexa Resources S.A. Common Shares,Luxembourg;
NEXI,NexImmune Inc. Common Stock,United States;
NEXN,Nexxen International Ltd. American Depository Shares,Israel;
NEXT,NextDecade Corporation Common Stock,United States;
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States;
NFE,New Fortress Energy Inc. Class A Common Stock,United States;
NFG,National Fuel Gas Company Common Stock,United States;
NFGC,New Found Gold Corp Common Shares,;
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States;
NFLX,Netflix Inc. Common Stock,United States;
NFTG,The NFT Gaming Company Inc. Common Stock,United States;
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares,;
NG,Novagold Resources Inc.,Canada;
NGD,New Gold Inc.,Canada;
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom;
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States;
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States;
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States;
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States;
NGMS,NeoGames S.A. Ordinary Shares,Israel;
NGNE,Neurogene Inc. Common Stock ,Canada;
NGS,Natural Gas Services Group Inc. Common Stock,United States;
